City_ID,city,cloudiness,country,date,humidity,lat,lng,max_Temp,wind_Speed
304,namatanai,86,PG,10/10/2019,66,-3.66,152.44,29.9,1.692
305,shar,100,NG,10/10/2019,95,7.3,8.73,22.96,2.193
306,beyneu,0,KZ,10/10/2019,46,45.32,55.19,8.66,4.972
307,kimbe,6,PG,10/10/2019,55,-5.56,150.15,31.99,1.851
308,ingham,60,AU,10/10/2019,42,-18.65,146.16,30.1,1.943
309,songjianghe,88,CN,10/10/2019,68,42.18,127.48,12.26,2.057
310,richards bay,95,ZA,10/10/2019,68,-28.77,32.06,19.1,4.183
311,gonzales,100,US,10/10/2019,15,36.51,-121.44,23,5.1
312,cherskiy,100,RU,10/10/2019,80,68.75,161.3,-5.79,3.592
313,acari,0,BR,10/10/2019,80,-6.44,-36.64,21.07,8.794
314,khandyga,100,RU,10/10/2019,88,62.65,135.58,-3.8,3.355
315,swan hill,0,AU,10/10/2019,32,-35.34,143.56,19.68,3.687
316,ladario,0,PT,10/10/2019,87,40.7,-7.74,12.78,1.199
317,andernach,68,DE,10/10/2019,93,50.44,7.4,12,4.1
318,emerald,75,AU,10/10/2019,54,-23.53,148.16,27.22,3.6
319,impfondo,100,CD,10/10/2019,92,1.62,18.06,21.2,0.427
320,aktau,0,KZ,10/10/2019,36,43.65,51.16,9,7
321,ahipara,15,NZ,10/10/2019,100,-35.17,173.16,21.67,4.091
322,dovolnoye,75,RU,10/10/2019,71,54.5,79.67,5.95,4.554
323,worcester,20,GB,10/10/2019,87,52.19,-2.22,15,3.6
324,pangnirtung,100,CA,10/10/2019,94,66.15,-65.72,-0.6,5.974
325,cascais,0,PT,10/10/2019,55,38.7,-9.42,18.33,1.5
326,lingao,0,CN,10/10/2019,69,19.91,109.69,27.92,1.728
327,ballina,13,IE,10/10/2019,87,54.11,-9.15,12.78,3.13
328,roma,0,IT,10/10/2019,87,41.89,12.48,17.22,1.5
329,iwanai,39,JP,10/10/2019,59,42.97,140.51,19.58,1.521
330,le pont-de-claix,0,FR,10/10/2019,93,45.12,5.7,8.33,2.1
331,coihaique,25,CL,10/10/2019,96,-45.58,-72.07,6,1
332,nioro,0,GM,10/10/2019,69,13.79,-15.05,25.57,3.672
333,airai,43,TL,10/10/2019,27,-8.93,125.41,29.29,4.007
334,jining,82,CN,10/10/2019,59,35.41,116.58,22.25,3.428
335,leningradskiy,0,RU,10/10/2019,61,69.38,178.42,-5.2,2.285
336,two hills,71,CA,10/10/2019,53,53.71,-111.75,-1.25,2.592
337,gigmoto,55,PH,10/10/2019,71,13.78,124.39,27.83,5.207
338,ambilobe,35,MG,10/10/2019,69,-13.19,49.05,24.26,4.574
339,sept-iles,5,CA,10/10/2019,76,50.2,-66.38,3.89,1
340,la asuncion,0,AR,10/10/2019,49,-26.05,-65.39,19.53,3.857
341,winnemucca,1,US,10/10/2019,18,40.97,-117.74,9,2.1
342,namibe,62,AO,10/10/2019,86,-15.19,12.15,20.06,3.953
343,jamsa,90,FI,10/10/2019,93,61.86,25.19,7.22,2.6
344,boda,87,CF,10/10/2019,95,4.32,17.47,19.91,0.617
345,padang,100,ID,10/10/2019,69,-0.92,100.36,26.09,1.284
346,tsogni,100,GA,10/10/2019,93,-2.79,10.1,24.13,4.124
347,tazovskiy,100,RU,10/10/2019,85,67.47,78.7,2.07,9.123
348,constitucion,75,MX,10/10/2019,28,23.99,-104.67,23,2.979
349,sorong,100,ID,10/10/2019,58,-0.86,131.25,32.22,1.107
350,porto novo,20,BR,10/10/2019,82,-23.68,-45.44,19,3.6
351,guiratinga,16,BR,10/10/2019,70,-16.35,-53.76,23.5,2.449
352,rocha,100,UY,10/10/2019,93,-34.48,-54.34,18.52,3.352
353,xiongyue,4,CN,10/10/2019,39,40.18,122.12,17.09,7.075
354,roald,61,NO,10/10/2019,76,62.58,6.12,10,6.2
355,lorengau,100,PG,10/10/2019,67,-2.02,147.27,29.33,3.849
356,mizdah,0,LY,10/10/2019,92,31.45,12.98,16.67,2.574
357,perth,75,AU,10/10/2019,88,-31.95,115.86,20.56,3.1
358,aromashevo,98,RU,10/10/2019,87,56.86,68.64,4.75,5.131
359,pedernales,100,EC,10/10/2019,91,0.07,-80.05,22,2.625
360,fukue,75,JP,10/10/2019,65,35.03,136.69,27.22,3.6
361,boli,0,CN,10/10/2019,34,45.76,130.56,9.41,5.104
362,victoria point,75,AU,10/10/2019,60,-27.58,153.3,23.33,4.1
363,touros,40,BR,10/10/2019,83,-5.2,-35.46,25,2.6
364,karratha,0,AU,10/10/2019,47,-20.74,116.85,28.23,5.105
365,chateauroux,0,FR,10/10/2019,93,43.72,0.65,11.11,2.6
366,ledyard,1,US,10/10/2019,66,41.44,-72.02,13.89,5.7
367,muisne,100,EC,10/10/2019,88,0.61,-80.02,23.48,4.252
368,vila franca do campo,40,PT,10/10/2019,72,37.72,-25.43,21.11,3.6
369,salvador,40,BR,10/10/2019,74,-12.98,-38.48,27,4.1
370,komsomolskiy,99,RU,10/10/2019,93,67.55,63.78,-1.43,6.219
371,naze,40,NG,10/10/2019,94,5.43,7.07,26,1.618
372,ostrovnoy,100,RU,10/10/2019,93,68.05,39.51,-0.52,7.071
373,chirongui,0,YT,10/10/2019,88,-12.93,45.15,26,2.6
